department,scenario_file,sector,subsector,technology,node_type,warning
aluminum,aluminum_T2045_S60.xml,alumina,coal,coal CCS,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
aluminum,aluminum_T2045_S60.xml,alumina,gas,gas CCS,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
aluminum,aluminum_T2045_S60.xml,alumina,refined liquids,refined liquids CCS,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
aluminum,aluminum_T2045_S60.xml,aluminum,electricity,electricity,minicam-non-energy-input/input-cost,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2025_S10.xml,other industrial energy use,biomass,biomass,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2025_S10.xml,other industrial energy use,biomass,biomass cogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2025_S10.xml,other industrial energy use,electricity,electricity,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2025_S10.xml,other industrial energy use,hydrogen,hydrogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2025_S10.xml,other industrial energy use,hydrogen,hydrogen cogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2025_S35.xml,other industrial energy use,biomass,biomass,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2025_S35.xml,other industrial energy use,biomass,biomass cogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2025_S35.xml,other industrial energy use,electricity,electricity,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2025_S35.xml,other industrial energy use,hydrogen,hydrogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2025_S35.xml,other industrial energy use,hydrogen,hydrogen cogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2025_S60.xml,other industrial energy use,biomass,biomass,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2025_S60.xml,other industrial energy use,biomass,biomass cogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2025_S60.xml,other industrial energy use,electricity,electricity,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2025_S60.xml,other industrial energy use,hydrogen,hydrogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2025_S60.xml,other industrial energy use,hydrogen,hydrogen cogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2035_S10.xml,other industrial energy use,biomass,biomass,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2035_S10.xml,other industrial energy use,biomass,biomass cogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2035_S10.xml,other industrial energy use,electricity,electricity,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2035_S10.xml,other industrial energy use,hydrogen,hydrogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2035_S10.xml,other industrial energy use,hydrogen,hydrogen cogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2035_S35.xml,other industrial energy use,biomass,biomass,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2035_S35.xml,other industrial energy use,biomass,biomass cogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2035_S35.xml,other industrial energy use,electricity,electricity,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2035_S35.xml,other industrial energy use,hydrogen,hydrogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2035_S35.xml,other industrial energy use,hydrogen,hydrogen cogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2035_S60.xml,other industrial energy use,biomass,biomass,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2035_S60.xml,other industrial energy use,biomass,biomass cogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2035_S60.xml,other industrial energy use,electricity,electricity,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2035_S60.xml,other industrial energy use,hydrogen,hydrogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2035_S60.xml,other industrial energy use,hydrogen,hydrogen cogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2045_S10.xml,other industrial energy use,biomass,biomass,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2045_S10.xml,other industrial energy use,biomass,biomass cogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2045_S10.xml,other industrial energy use,electricity,electricity,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2045_S10.xml,other industrial energy use,hydrogen,hydrogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2045_S10.xml,other industrial energy use,hydrogen,hydrogen cogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2045_S35.xml,other industrial energy use,biomass,biomass,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2045_S35.xml,other industrial energy use,biomass,biomass cogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2045_S35.xml,other industrial energy use,electricity,electricity,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2045_S35.xml,other industrial energy use,hydrogen,hydrogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2045_S35.xml,other industrial energy use,hydrogen,hydrogen cogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2045_S60.xml,other industrial energy use,biomass,biomass,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2045_S60.xml,other industrial energy use,biomass,biomass cogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2045_S60.xml,other industrial energy use,electricity,electricity,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2045_S60.xml,other industrial energy use,hydrogen,hydrogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
other_industry,other_industry_T2045_S60.xml,other industrial energy use,hydrogen,hydrogen cogen,tracking-non-energy-input/capital-coef,low-carbon-like cost node exists but was not changed; check whether this was intentional
